,hour_of_day,month_of_year,season_of_year,sunposition_thetaZ,sunposition_solarAzimuth,sunposition_extraTerr,sunposition_solarHeight,LowerWindSpeed,LowerWindDirection,TotalCloudCoverAt0,DewpointTemperatureAt0,TemperatureAt0,RelativeHumidityAt0,SurfacePressureAt0,SnowDepthAt0,SolarRadiationGlobalAt0,SolarRadiationDirectAt0,SolarRadiationDiffuseAt0,power_normed
13,0.7142857142857143,0.9090909090909092,1.0,0.9110269582822916,0.7148304879698706,0.1131410127492899,0.0889730417177082,0.5661290408369053,0.5694295200284306,0.984375,0.6340502015642215,0.4335903566018365,0.8313385448835332,0.0004186998881612259,0.0,0.162448433493143,0.0918723175965665,0.1921549155908639,0.2438271604938271
14,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7457827947957932,3.722358503135173e-18,0.0,0.5775727603577782,0.7106943944898724,1.0,0.6411605173988061,0.4019413154134987,0.9290805035793502,0.0057366057766674,0.0,0.0035678447987512,0.0002682403433476395,0.0079443892750744,0.0012345679012345
15,1.0,0.9090909090909092,1.0,1.0,0.7455236064618056,3.727144471202945e-18,0.0,0.5292184850843235,0.7724697482626551,0.75,0.5548916702246229,0.3365439703633505,0.8965249431083667,0.1227221891466312,0.0,0.0,0.0,0.0004965243296921549,0.0
16,0.0,0.9090909090909092,1.0,1.0,0.2547357059864089,3.731924861663797e-18,0.0,0.4974135954907247,0.6870597354521302,0.546875,0.4963476978823364,0.2999619490691881,0.8538271076262743,0.1716780823823328,0.0,0.0,0.0,0.0004965243296921549,0.0
17,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2549941961121757,3.736699649616258e-18,0.0,0.4435794758912907,0.7030197661178508,0.421875,0.5494364037296977,0.3228944553332328,0.9193994343927566,0.1928940647552066,0.0,0.0,0.0,0.0004965243296921549,0.0
18,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2552523346751734,3.741468810178375e-18,0.0,0.4175185676965999,0.6702880170337318,0.90625,0.5498345750201085,0.3254244832611802,0.9136899612608916,0.224645704779021,0.0,0.0,0.0,0.0004965243296921549,0.0
19,0.4285714285714285,0.9090909090909092,1.0,0.7183208084645808,0.380588701473755,0.35364210071501,0.2816791915354192,0.4587342284436506,0.6353853765797527,0.53125,0.5499145290944881,0.3617078406455735,0.8199463256244706,0.2456919815493843,0.0,0.0724718474746348,0.0213251072961373,0.1223932472691161,0.1582304526748971
20,0.5714285714285714,0.9090909090909092,1.0,0.6521763039069514,0.5553638672379664,0.4333588500093245,0.3478236960930486,0.4869390755881403,0.6044572181403942,1.0,0.4768061225631997,0.3972768456496299,0.5679265771340152,0.2158488340390489,0.0,0.3010369048946371,0.1884388412017167,0.3219960278053624,0.2993827160493827
21,0.7142857142857143,0.9090909090909092,1.0,0.915272919007548,0.7141705331230378,0.1078117247957598,0.0847270809924519,0.4908431338225187,0.5352925107999438,1.0,0.4756228022623804,0.3489327790820392,0.6821172079242394,0.1613955921056292,0.0,0.133794179953172,0.0384924892703862,0.2271598808341609,0.0934156378600823
22,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7437191320328548,3.7604886815738976e-18,0.0,0.5265445885372738,0.5496231287533567,1.0,0.5126879120633109,0.293220472836661,0.9101865490683304,0.1061550274589229,0.0,0.0006689708997658602,0.0,0.0019860973187686,0.0008230452674897119
23,1.0,0.9090909090909092,1.0,1.0,0.7434627760144129,3.765229332647039e-18,0.0,0.4765656751711437,0.6118461187173353,1.0,0.5221272900845754,0.2929347318845262,0.9334867149936004,0.0714710971884511,0.0,0.0,0.0,0.0004965243296921549,0.0
24,0.0,0.9090909090909092,1.0,1.0,0.2567936909238324,3.76996420745578e-18,0.0,0.6151152872268246,0.7071879726289659,0.8828125,0.5521036716510037,0.333025336176384,0.8991369902916773,0.1023130039004468,0.0,0.0,0.0,0.0004965243296921549,0.0
25,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2570493223164626,3.7746932812589426e-18,0.0,0.7312941516130546,0.7359637233150432,0.3671875,0.547826128671691,0.3342422480202747,0.8858688025987617,0.1080217890865387,0.0,0.0,0.0,0.0004965243296921549,0.0
26,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2573045888944602,3.7794165293361876e-18,0.0,0.6616160535225672,0.7314865397176888,0.7109375,0.5286667338280892,0.3225642019714689,0.8711502345152391,0.1722567506663031,0.0,0.0,0.0,0.0004965243296921549,0.0
27,0.4285714285714285,0.9090909090909092,1.0,0.723177576205893,0.3809337169411393,0.3478962728514244,0.276822423794107,0.5906344485902991,0.7230348831922278,0.28125,0.5248889038136494,0.3582796671620467,0.7709501567214456,0.237137149947419,0.0,0.0924294793176496,0.0615611587982832,0.0923535253227408,0.1100823045267489
28,0.5714285714285714,0.9090909090909092,1.0,0.6571235272129927,0.5551076522754707,0.4276836311422237,0.3428764727870072,0.7134993055284976,0.7388899057536482,0.4140625,0.5123297178100898,0.3936821096010395,0.6549826795438088,0.2752847437445402,0.0,0.2961311182963541,0.2349785407725322,0.2249255213505461,0.2576131687242798
29,0.7142857142857143,0.9090909090909092,1.0,0.9194296164582528,0.7135092842322751,0.1025876353706006,0.0805703835417471,0.4089780571634659,0.718110685862082,0.953125,0.5200133043579768,0.3830335925104281,0.6982289624164804,0.3023486142563834,0.0,0.1733749581893187,0.1157457081545064,0.1722939424031777,0.0495884773662551
30,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7416784988443976,3.798250770715478e-18,0.0,0.3418353947381534,0.6538289950851152,1.0,0.5552146846851169,0.3718868236088077,0.8063012171215705,0.3220817591515832,0.0,0.0027873787490244,0.0,0.006703078450844,0.0008230452674897119
31,1.0,0.9090909090909092,1.0,1.0,0.7414250814989641,3.802944520096816e-18,0.0,0.2167331614324524,0.5807159668945053,1.0,0.5830379030285004,0.3500707172959429,0.9276468213120672,0.3173091368383568,0.0,0.0,0.0,0.0004965243296921549,0.0
32,0.0,0.9090909090909092,1.0,1.0,0.2588284333433061,3.807632295875879e-18,0.0,0.1735726677810594,0.3827837035710257,1.0,0.5992893681869135,0.3501604600572918,0.9660489034820112,0.2932401529019658,0.0,0.0,0.0,0.0004965243296921549,0.0
33,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2590810991886721,3.812314073482431e-18,0.0,0.6683402096294654,0.6552919961781218,1.0,0.6982421297206884,0.4586903300379791,0.9154904621996725,0.279603890431386,0.0,0.0,0.0,0.0004965243296921549,0.0
34,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2593333867398541,3.816989828368511e-18,0.0,0.6060826496192441,0.6513397425699743,1.0,0.6968333389301186,0.4574044957533725,0.9155271139441276,0.2885982873644441,0.0,0.0,0.0,0.0004965243296921549,0.0
35,0.4285714285714285,0.9090909090909092,1.0,0.7279827565200409,0.3812596879223506,0.3421967382547374,0.2720172434799591,0.5775454388213324,0.6625711331621745,1.0,0.701642576504056,0.4597327819538076,0.9207071369405212,0.3243658296378315,0.0,0.0076931653473073,0.0,0.0176266137040715,0.0080246913580246
36,0.5714285714285714,0.9090909090909092,1.0,0.661989482261204,0.5548422843047659,0.4220858996540718,0.338010517738796,0.475170101872982,0.6767849901569679,1.0,0.7117319811500274,0.4626878315995031,0.9365624484165058,0.3528123835012769,0.0,0.023748466941688,0.0,0.0533763654419066,0.0763374485596707
37,0.7142857142857143,0.9090909090909092,1.0,0.9234955438571628,0.7128469945013689,0.0974711212688901,0.0765044561428371,0.3591530620216641,0.753358873576427,1.0,0.6896406703989229,0.4413448491244696,0.9402711413695968,0.3819266315385343,0.0,0.0136024082952391,0.0,0.0307845084409136,0.0742798353909465
38,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7396617524648285,3.835632130529238e-18,0.0,0.275041211992301,0.7152028399810064,0.9921875,0.658073202752339,0.4119831714373919,0.9426524538844866,0.4251820857653166,0.0,0.0004459805998439068,0.0,0.0014895729890764,0.0008230452674897119
39,1.0,0.9090909090909092,1.0,1.0,0.7394113819656786,3.84027740437727e-18,0.0,0.2970581992467422,0.7205565103487196,0.9296875,0.6337751595483554,0.3921270470323864,0.9373177643725976,0.4549584638582707,0.0,0.0001114951499609767,0.0,0.0007447864945382324,0.0
40,0.0,0.9090909090909092,1.0,1.0,0.2608390723825426,3.84491650869022e-18,0.0,0.2337667786655447,0.7054600583309806,1.0,0.6062261836800942,0.370034533014567,0.9301336844385566,0.4684180655786961,0.0,0.0,0.0,0.0004965243296921549,0.0
41,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2610886640583016,3.849549419079441e-18,0.0,0.1490503944033609,0.6088890629824603,1.0,0.6349912610196703,0.3846001421525339,0.9599442197401168,0.4123178446832069,0.0,0.0,0.0,0.0004965243296921549,0.0
42,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2613378637366009,3.854176111179854e-18,0.0,0.1140981368724853,0.5497265410175248,1.0,0.6284534163576442,0.3799012111683071,0.9568200924018708,0.4162196825114203,0.0,0.0,0.0,0.0004965243296921549,0.0
43,0.4285714285714285,0.9090909090909092,1.0,0.7327343192666924,0.3815666611002837,0.3365465327896527,0.2672656807333076,0.1502052071694501,0.6665592690480954,1.0,0.6321616863273736,0.3982719133874661,0.9175020883550352,0.4359625646133216,0.0,0.0405842345857955,0.0065718884120171,0.0786991062562065,0.0915637860082304
44,0.5714285714285714,0.9090909090909092,1.0,0.6667723801783683,0.5545679363000474,0.4165686556545027,0.3332276198216317,0.1822857133122777,0.6451439215003255,1.0,0.5972825209199836,0.4410605440565164,0.7292621002870023,0.438505366591922,0.0,0.2418329802653584,0.1060890557939914,0.3426017874875869,0.1960905349794238
45,0.7142857142857143,0.9090909090909092,1.0,0.9274692315645704,0.7121839277177693,0.0924645037066333,0.0725307684354297,0.0974176871600521,0.6529652111442971,1.0,0.6159134193319358,0.4390632291599359,0.7762421252580071,0.4335533014694836,0.0,0.0877466830192886,0.0063036480686695,0.1842105263157894,0.0668724279835391
46,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7376697645440161,3.8726202102215265e-18,0.0,0.1178163088595475,0.4504795736683468,0.4453125,0.6242206476599841,0.3872450408150079,0.927564367055826,0.4183465666609171,0.0,0.0006689708997658602,0.0,0.0019860973187686,0.000411522633744856
47,1.0,0.9090909090909092,1.0,1.0,0.7374225508471587,3.877215446233839e-18,0.0,0.1511710985660404,0.4640017874607012,1.0,0.6290234889079712,0.3847451664548738,0.9454376725720788,0.4012549868408606,0.0,0.0001114951499609767,0.0,0.0007447864945382324,0.0
48,0.0,0.9090909090909092,1.0,1.0,0.2628247328308552,3.881804318268596e-18,0.0,0.2154103277189685,0.4012139484108719,1.0,0.6332058865387721,0.3895209172428152,0.9427964027768214,0.3577811409780607,0.0,0.0,0.0,0.0004965243296921549,0.0
49,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2630711399413486,3.8863868021294635e-18,0.0,0.4651244216723906,0.638379956144402,0.3203125,0.6214446421975217,0.3901921930977047,0.9133595602741936,0.3234644425031854,0.0,0.0,0.0,0.0004965243296921549,0.0
50,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2633171411322696,3.890962873645062e-18,0.0,0.7004807294215504,0.6474826199550903,0.953125,0.5572351241446913,0.365016835742029,0.8284617354277538,0.3568421960461376,0.0,0.0,0.0,0.0004965243296921549,0.0
51,0.4285714285714285,0.9090909090909092,1.0,0.7374302362944283,0.3818546916390653,0.3309487000238492,0.2625697637055717,0.6790774345820586,0.6552040572125767,0.8125,0.5412603000836319,0.3721223086145871,0.7736374768033172,0.4023232975189597,0.0,0.042702642435054,0.0122049356223175,0.0729890764647467,0.0203703703703703
52,0.5714285714285714,0.9090909090909092,1.0,0.6714704515243992,0.5542847892061391,0.4111348746681231,0.3285295484756007,0.6855111303896416,0.6832505692518768,0.15625,0.4963397024748984,0.4040764751915111,0.5945864095677611,0.4229007973381259,0.0,0.2852045936001784,0.2141899141630901,0.2390764647467726,0.2829218106995884
53,0.7142857142857143,0.9090909090909092,1.0,0.9313492485177368,0.7115203581439005,0.0875700461449283,0.068650751482263,0.4641444458693179,0.664437683312498,0.4140625,0.4778966961377385,0.3761226819444743,0.6209102680462546,0.439264868714633,0.0,0.1890957743338164,0.1447156652360515,0.1536742800397219,0.2911522633744856
54,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7357034208568162,3.909202553701851e-18,0.0,0.3109858816940873,0.6105186712975876,0.3046875,0.4642941094635242,0.347394947123565,0.6603788137572114,0.4269111354695837,0.0,0.0024528932991414,0.0002682403433476395,0.0054617676266137,0.0018518518518518
55,1.0,0.9090909090909092,1.0,1.0,0.7354594756604309,3.913746201798096e-18,0.0,0.3001212649740687,0.5378166875126849,1.0,0.4679104322477169,0.3416786921966874,0.6825840608688862,0.3959676836019875,0.0,0.0,0.0,0.0004965243296921549,0.0
56,0.0,0.9090909090909092,1.0,1.0,0.2647845254346715,3.918283293050094e-18,0.0,0.4658550402387039,0.5660631960825411,0.9609375,0.5030262617152708,0.3178954245550554,0.8231303314708668,0.3408801322034464,0.0,0.0,0.0,0.0004965243296921549,0.0
57,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2650276358534444,3.922813803464554e-18,0.0,0.4739865370358306,0.6213375517627867,0.890625,0.5409132994008242,0.3263563720950268,0.89013645668745,0.2753821158115545,0.0,0.0,0.0,0.0004965243296921549,0.0
58,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2652703262175727,3.9273377090743095e-18,0.0,0.4807110396769547,0.6830955941621065,1.0,0.5156446137338713,0.2851307013576284,0.9386986405378768,0.3222222531339895,0.0,0.0,0.0,0.0004965243296921549,0.0
59,0.4285714285714285,0.9090909090909092,1.0,0.7420684818284339,0.3821238438513483,0.3254062896913795,0.2579315181715661,0.4271022821435621,0.7173506224987242,0.984375,0.5114886009476157,0.3108689253124843,0.861123982194316,0.3524312414103926,0.0,0.0605418664288103,0.0218615879828326,0.0948361469712015,0.0246913580246913
60,0.5714285714285714,0.9090909090909092,1.0,0.67608194836774,0.5539930330945506,0.4057875039284577,0.3239180516322599,0.3930911141061237,0.8079167531189702,1.0,0.4897091110865919,0.3397546073933676,0.7369121457521333,0.3728251253317605,0.0,0.2203144163228899,0.1113197424892703,0.2850049652432969,0.2080246913580247
61,0.7142857142857143,0.9090909090909092,1.0,0.935134203325444,0.7108565702686361,0.0827899525891271,0.064865796674556,0.2500460086487429,0.8192335532117149,0.953125,0.4815122193811874,0.3264784222504612,0.7514742427239555,0.4225780784874501,0.0,0.1297803545545768,0.0387607296137339,0.2177259185700099,0.1473251028806584
62,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7337636209508255,3.945366805046483e-18,0.0,0.2458949949750231,0.8216681127028346,0.203125,0.4955969291239112,0.2864474071521391,0.8873620279364164,0.5022284293050973,0.0,0.0021184078492585,0.0,0.0052135054617676,0.0010288065843621
63,1.0,0.9090909090909092,1.0,1.0,0.73352305764667,3.94985732805108e-18,0.0,0.2891364106796519,0.7746398674791556,0.0859375,0.4939634673843344,0.2704530932534982,0.9257393725717846,0.5623042125938249,0.0,0.0,0.0,0.0004965243296921549,0.0
64,0.0,0.9090909090909092,1.0,1.0,0.2667175472659029,3.954341103005805e-18,0.0,0.3239524154656777,0.7888690016811349,0.2265625,0.4938579280061532,0.2910271597492946,0.871238516719225,0.60522721076323,0.0,0.0,0.0,0.0004965243296921549,0.0
65,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2669572471863881,3.9588181061309955e-18,0.0,0.1947732971884452,0.808504968390452,0.1171875,0.4974806471162964,0.2633124412184913,0.9532722047881834,0.6652445708117491,0.0,0.0,0.0,0.0004965243296921549,0.0
66,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2671965127111352,3.963288313674444e-18,0.0,0.2070075371990806,0.7861627282574493,0.4296875,0.5049195741965815,0.2751441268747263,0.93955325935383,0.7160867000884695,0.0,0.0,0.0,0.0004965243296921549,0.0
67,0.4285714285714285,0.9090909090909092,1.0,0.7466470352533082,0.3823741902162506,0.3199223532109214,0.2533529647466918,0.2753387636077674,0.7860651783795461,0.7578125,0.5257667995503383,0.3341331208224745,0.8344382257373022,0.7653597480567318,0.0,0.0786040807224885,0.0439914163090128,0.0940913604766633,0.1117283950617284
68,0.5714285714285714,0.9090909090909092,1.0,0.6806051444896657,0.5536928654211115,0.4005294609400874,0.3193948555103343,0.2628010516686148,0.7694466470805035,0.765625,0.5012528803455295,0.3736414740787008,0.6790997489444323,0.7896206940680937,0.0,0.2191994648232801,0.1017972103004291,0.3001489572989076,0.439917695473251
69,0.7142857142857143,0.9090909090909092,1.0,0.9388227432817638,0.7101928577684202,0.0781263685779631,0.0611772567182361,0.1334307067957417,0.694479876178535,0.2734375,0.4879948957318916,0.32028688965948,0.7820894630955144,0.8024432042643401,0.0,0.148177054298138,0.0661212446351931,0.2080436941410129,0.3141975308641975
70,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7318512777279771,3.981100713956377e-18,0.0,0.2229935377830587,0.6192822735382965,0.0546875,0.4161401690868765,0.2266672410203393,0.8554782806527922,0.820445908425744,0.0,0.0018954175493366,0.00013412017167381974,0.0044687189672293,0.0022633744855967
71,1.0,0.9090909090909092,1.0,1.0,0.7316142113442134,3.985536588280108e-18,0.0,0.2056673096411697,0.5361184778710464,0.828125,0.3842560833057492,0.2075304945903063,0.8298197958545557,0.816986417987681,0.0,0.0001114951499609767,0.0,0.0007447864945382324,0.0
72,0.0,0.9090909090909092,1.0,1.0,0.2686228821575878,3.989965525094565e-18,0.0,0.2269479181778628,0.5328421096312681,0.84375,0.4086492718582446,0.2381658015464472,0.8076850596970565,0.7930148061183043,0.0,0.0,0.0,0.0004965243296921549,0.0
73,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2688590561525162,3.994387500844235e-18,0.0,0.2684066766325968,0.5497823978102534,0.96875,0.4211261051651931,0.2575760839130716,0.7868518481237523,0.7531423357055024,0.0,0.0,0.0,0.0004965243296921549,0.0
74,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2690947812126589,3.998802492002545e-18,0.0,0.2951719572037881,0.5510307801668066,1.0,0.4225700757484901,0.2691701307372547,0.760534243090407,0.7268435314344853,0.0,0.0,0.0,0.0004965243296921549,0.0
75,0.4285714285714285,0.9090909090909092,1.0,0.7511638821322993,0.3826058116215664,0.3144999413603893,0.2488361178677006,0.3426096076919288,0.5521501730239985,1.0,0.4355522188055181,0.3100590866340721,0.6874966587269284,0.7180828274622614,0.0,0.019065670643327,0.0009388412017167382,0.0412115193644488,0.0504115226337448
76,0.5714285714285714,0.9090909090909092,1.0,0.6850383372719162,0.5533844918753886,0.3953636300471125,0.3149616627280837,0.3584826723495704,0.5762258095969879,1.0,0.4511952334579018,0.3357046960592159,0.6595789683043416,0.6898129343489704,0.0,0.0451555357341955,0.00013412017167381974,0.1007944389275074,0.1109053497942386
77,0.7142857142857143,0.9090909090909092,1.0,0.9424135565384836,0.7095295236436691,0.0735813781878007,0.0575864434615165,0.2577680825548838,0.5971076923794311,1.0,0.4719289240260394,0.3262702190441319,0.7300280019919283,0.672220583898555,0.0,0.0167242724941465,0.00013412017167381974,0.0374875868917577,0.0613168724279835
78,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7299673169554803,4.016392141205157e-18,0.0,0.2239820616949626,0.682882677280459,1.0,0.4952771128263925,0.3210794977277132,0.7969437814894256,0.6785108194276748,0.0,0.0002229902999219534,0.0,0.0009930486593843098,0.000205761316872428
79,1.0,0.9090909090909092,1.0,1.0,0.7297338640903455,4.0207718575254674e-18,0.0,0.2526490039639044,0.7618787401877298,1.0,0.5419095271675949,0.306745065942981,0.9441586365383032,0.7019413208103582,0.0,0.0001114951499609767,0.0,0.0007447864945382324,0.0
80,0.0,0.9090909090909092,1.0,1.0,0.2704996012113291,4.025144448708035e-18,0.0,0.2515797503045861,0.8182359107531314,1.0,0.5689931703229665,0.320877756000201,0.9714427447463206,0.7244537427040502,0.0,0.0,0.0,0.0004965243296921549,0.0
81,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2707321323014359,4.029509891432301e-18,0.0,0.2873010029241847,0.8383580552960987,0.9921875,0.5859818120471602,0.3382634416707948,0.9658450678971824,0.755189931171859,0.0,0.0,0.0,0.0004965243296921549,0.0
82,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2709641997290261,4.0338681624077334e-18,0.0,0.2300910910932815,0.810121759546927,0.75,0.5594578474124463,0.3213523157222138,0.9473481009650586,0.7829228868870428,0.0,0.0,0.0,0.0004965243296921549,0.0
83,0.4285714285714285,0.9090909090909092,1.0,0.7556170160828513,0.3828187970182805,0.3091421008975568,0.2443829839171487,0.2500562498850354,0.7651362780261285,0.7265625,0.5691674702051142,0.3468923876600113,0.9031819884998686,0.8171018734385693,0.0,0.0532946816813468,0.022263948497854,0.0779543197616683,0.1111111111111111
84,0.5714285714285714,0.9090909090909092,1.0,0.6893798482463243,0.5530681251525088,0.3902928606397779,0.3106201517536758,0.3734625026151473,0.8024392567098393,0.7578125,0.5301258956855183,0.3807447931249865,0.7267302473645948,0.8192357127357099,0.0,0.2209833872226558,0.124195278969957,0.2626613704071499,0.4578189300411522
85,0.7142857142857143,0.9090909090909092,1.0,0.9459053728839828,0.7088668798260468,0.0691570028431059,0.0540946271160173,0.2146057702829493,0.7598631289266152,0.9609375,0.5140183478609887,0.3591691974125367,0.7438438825240953,0.810505611413119,0.0,0.1220871892072694,0.0515021459227467,0.1770109235352532,0.2938271604938272
86,0.8571428571428571,0.9090909090909092,1.0,1.0,0.7281126767015231,4.051229064074221e-18,0.0,0.1470837618996009,0.6409159342929893,0.8515625,0.5002262700304945,0.32946362546397,0.787055823808629,0.7974229786949918,0.0,0.0011149514996097,0.0,0.0029791459781529,0.0010288065843621
87,1.0,0.9090909090909092,1.0,1.0,0.7278829554472734,4.055551128013214e-18,0.0,0.1649626318523058,0.5890278700001531,0.8125,0.4952131495668888,0.2967929526804368,0.8593969846229598,0.7789264590508728,0.0,0.0001114951499609767,0.0,0.0007447864945382324,0.0
88,0.0,0.9090909090909092,1.0,1.0,0.2723467633811211,4.059865881101721e-18,0.0,0.1817653973105203,0.6031522135172436,0.8203125,0.487454406189085,0.2835777926152477,0.8755694851611218,0.7497788263049248,0.0,0.0,0.0,0.0004965243296921549,0.0
89,0.1428571428571428,0.9090909090909092,1.0,1.0,0.2725755331137242,4.064173300264557e-18,0.0,0.1937546053690192,0.554949793745853,0.984375,0.4782237083019514,0.2813500183075233,0.8595425877121771,0.6983858493348096,0.0,0.0,0.0,0.0004965243296921549,0.0
90,0.2857142857142857,0.9090909090909092,1.0,1.0,0.2728038242779423,4.068473362457933e-18,0.0,0.2077244476612574,0.5555582392037203,0.6875,0.4469576675157789,0.2626835239469584,0.8343369031942663,0.6604552561441774,0.0,0.0,0.0,0.0004965243296921549,0.0
91,0.4285714285714285,0.9090909090909092,1.0,0.7600044410621254,0.3830132427969404,0.3038518706699106,0.2399955589378746,0.2918740333188334,0.5531760143513589,0.3125,0.4426209585214253,0.2846841413771565,0.7675543631734698,0.6299360682828575,0.0,0.0609878470286542,0.026019313304721,0.0881330685203575,0.0794238683127572
92,0.5714285714285714,0.9090909090909092,1.0,0.6936280244857816,0.5527439850236912,0.3853199643781886,0.3063719755142184,0.2952111820850394,0.5888972512741054,0.2734375,0.4308341288763734,0.3248802831563606,0.6403066698070183,0.5938917111332439,0.0,0.2978035455457687,0.2369903433476395,0.2249255213505461,0.4666666666666667
